Utterance,Emotion,Conscientiousness,Openness,Extraversion,Neuroticism,Agreeableness,Speaker
"So, I guess this is over.",surprise,0.48,0.648,0.521,0.477,0.66,Chandler
Oh my god.,fear,0.489,0.574,0.297,0.56,0.552,Joey
What s a scrud?,sadness,0.457,0.722,0.6,0.455,0.46,Ross
"Can you just pick one so I can watch--have a perfect, magical weekend together with you.",anger,0.48,0.648,0.521,0.477,0.66,Chandler
"Ya know I remember my father, all dressed up in the red suit, the big black boots, and the patent leather belt, sneakin around downstairs. He didn't want anybody to see him but he'd be drunk so he'd stumble, crash into something and wake everybody up.",surprise,0.48,0.648,0.521,0.477,0.66,Chandler
"No, no, that s the ghost for the attic.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"No, he visited a little town south of throw up.  So what was Phoebe s secret?",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
But that s not enough. So  So here s a key to my apartment.,sadness,0.457,0.722,0.6,0.455,0.46,Ross
Kinda have a... a thing for the Days Of Our Life's people.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
You're definitely scaring here.,fear,0.48,0.648,0.521,0.477,0.66,Chandler
So are you thirsty?,sadness,0.354,0.713,0.386,0.511,0.533,Monica
"Just one last question umm, are you and your friends gonna be over here all the time like partying and hanging out?",anger,0.489,0.574,0.297,0.56,0.552,Joey
"Aww, thank you. Uh Rach?",fear,0.354,0.713,0.386,0.511,0.533,Monica
You're definitely scaring here.,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"Yeah, tell that to my Uncle Lenny.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"Hey, listen, lady.......whoa.",,0.489,0.574,0.297,0.56,0.552,Joey
"Oh, yeah. He's got that great baby smell. Get a whiff of his head.",joy,0.489,0.574,0.297,0.56,0.552,Joey
"The basket is totally empty! My God, the neighbors ate all the candy!",,0.354,0.713,0.386,0.511,0.533,Monica
"Look, what do you want me to say?",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"Okay. Ooh, I'm setting the phone down. But I'm still here! Just don't go anywhere I'm still here. Don't-don't switch or anything, 'cause I'm, I'm right here. Just one sec. One sec! One second!! Wait! One second! Just...",fear,0.375,0.6,0.31,0.356,0.545,Phoebe
Those contracts absolutely had to go out today!,anger,0.614,0.635,0.457,0.469,0.58,Rachel
"Yeah, we wanted to throw you a big surprise and a great shower, and now you don t have either.",surprise,0.614,0.635,0.457,0.469,0.58,Rachel
"Phoebe, I asked you to guard the ring!",anger,0.48,0.648,0.521,0.477,0.66,Chandler
"Yeah, it kinda makes that-that one night special.  Y know, technically we still",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"Hey! So uh, was he excited about the tickets?",sadness,0.457,0.722,0.6,0.455,0.46,Ross
Huh?,fear,0.614,0.635,0.457,0.469,0.58,Rachel
You should serve it with vodka and a piece of celery.,disgust,0.354,0.713,0.386,0.511,0.533,Monica
"Oh, no, Michael, it's not you. I'm sorry, it's just, it's this thing. It's probably not as bad as it sounds but this friend of mine is, is getting a cat with his girlfriend.",surprise,0.614,0.635,0.457,0.469,0.58,Rachel
And we did.,joy,0.375,0.6,0.31,0.356,0.545,Phoebe
Uh-oh.,fear,0.614,0.635,0.457,0.469,0.58,Rachel
Uh-huh.,joy,0.489,0.574,0.297,0.56,0.552,Joey
"Oh, well we watch it a second time and its",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"It is so great to meet a guy who is smart and funny, and has an emotional age beyond, like eight.",joy,0.354,0.713,0.386,0.511,0.533,Monica
"You don t want to be guys, you d be all hairy and wouldn t live as long.",disgust,0.48,0.648,0.521,0.477,0.66,Chandler
The physical act of love.,joy,0.457,0.722,0.6,0.455,0.46,Ross
Hey!,joy,0.375,0.6,0.31,0.356,0.545,Phoebe
"Ohh! And I m one of them!! Wow! Oh, I just cannot believe this! I mean, Joey Tribbiani!",,0.614,0.635,0.457,0.469,0.58,Rachel
My boots in tan! Hey! Can you get a little closer so I can see the price?,joy,0.354,0.713,0.386,0.511,0.533,Monica
Oh. Oh my God.,,0.614,0.635,0.457,0.469,0.58,Rachel
"Okay,",sadness,0.354,0.713,0.386,0.511,0.533,Monica
What is it hon?,fear,0.354,0.713,0.386,0.511,0.533,Monica
"Okay, okay. It s James Brolin. James Brolin is the father of my baby.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
I am not a pushover!,anger,0.614,0.635,0.457,0.469,0.58,Rachel
"OK, you've got to promise that you'll never, ever tell Ross that I told you.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
That sounds fair.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
"Well, oh just ah, I was just wondering, when you and I split up, did you get the tape that was half the last episode of",sadness,0.457,0.722,0.6,0.455,0.46,Ross
Big Bird's friend.,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"Well, I mean if uh, if Emily gave me a choice",surprise,0.457,0.722,0.6,0.455,0.46,Ross
Yeah. The doctor got the 'K' out. He also found an 'M' and an 'O'.,fear,0.457,0.722,0.6,0.455,0.46,Ross
Ow!,,0.48,0.648,0.521,0.477,0.66,Chandler
"Hey, I have all the space I need. Just do what I did.",sadness,0.354,0.713,0.386,0.511,0.533,Monica
Because we won our apartment back!,joy,0.354,0.713,0.386,0.511,0.533,Monica
You know what the Celtics problem is? They let the players run the team.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
"Ah  Hey, so this roommate of yours is he good looking?",joy,0.489,0.574,0.297,0.56,0.552,Joey
"Okay, if you need the vacuum, it s in my closet on the left-hand side. Ah, the garbage bags are next to the refrigerator",sadness,0.354,0.713,0.386,0.511,0.533,Monica
"Oh, yeah, yeah, listen for it.",joy,0.489,0.574,0.297,0.56,0.552,Joey
"It took me 28 years to find one man that I wanna spend my life with, if I have to wait another 28 years then, I'll be 56 before I can have a baby, and that's just stupid.",surprise,0.354,0.713,0.386,0.511,0.533,Monica
Why don't you just take it with you?,sadness,0.354,0.713,0.386,0.511,0.533,Monica
"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",joy,0.48,0.648,0.521,0.477,0.66,Chandler
What?,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"Ok, ok, How about if we split it?",sadness,0.489,0.574,0.297,0.56,0.552,Joey
Whaddya think? Today's the big day!,joy,0.489,0.574,0.297,0.56,0.552,Joey
She really said that?,sadness,0.489,0.574,0.297,0.56,0.552,Joey
I knew.,sadness,0.614,0.635,0.457,0.469,0.58,Rachel
"Well, well to sum up, we re having fun, you look young.",sadness,0.457,0.722,0.6,0.455,0.46,Ross
He cut off his ear.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
"Oh, wow! I should get going. I-I got a date tonight.",joy,0.457,0.722,0.6,0.455,0.46,Ross
Hey.,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"Good, Pheebs. What'd you buy?",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
She says Marcel's humping thing's not a phase. Apparently he's reached sexual maturity.,surprise,0.457,0.722,0.6,0.455,0.46,Ross
"Hi. Look um, about what happened earlier...",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
Your a poet and don't know it.,surprise,0.354,0.713,0.386,0.511,0.533,Monica
"I mean, I was sitting there.",anger,0.48,0.648,0.521,0.477,0.66,Chandler
15?  Your personal best! (Ross takes an,,0.457,0.722,0.6,0.455,0.46,Ross
"3, 2,",sadness,0.489,0.574,0.297,0.56,0.552,Joey
...Does the knuckle-cracking bother everybody?,surprise,0.489,0.574,0.297,0.56,0.552,Joey
You want it?,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
Isn't there any way you can keep him?,sadness,0.489,0.574,0.297,0.56,0.552,Joey
Whaddya think? Today's the big day!,joy,0.489,0.574,0.297,0.56,0.552,Joey
I wrote that out phonetically for you.,sadness,0.457,0.722,0.6,0.455,0.46,Ross
"You should, you should ask Rachel to help.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"Oh yeah, I'm sure.  And all of a sudden his hands weren't the problem anymore.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
I mean he just started going out with her.,sadness,0.614,0.635,0.457,0.469,0.58,Rachel
"Well, you-you know what I meant.",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
I'm so proud of you.,joy,0.457,0.722,0.6,0.455,0.46,Ross
"Uh-oh the laundry's done, uh-oh, uh-oh.",sadness,0.457,0.722,0.6,0.455,0.46,Ross
I think he's shy.,sadness,0.354,0.713,0.386,0.511,0.533,Monica
"Oh OK. Oh no, oh it's gone, that's so weird, I don't know how-where it went.",fear,0.375,0.6,0.31,0.356,0.545,Phoebe
Good job Joe! Well done! Top notch!,joy,0.48,0.648,0.521,0.477,0.66,Chandler
We fell asleep! That is all.,sadness,0.457,0.722,0.6,0.455,0.46,Ross
Then why are you answering? Do you at least know what route we're on?,anger,0.375,0.6,0.31,0.356,0.545,Phoebe
Sure!,joy,0.375,0.6,0.31,0.356,0.545,Phoebe
We were all pretty shaken up about it.,surprise,0.457,0.722,0.6,0.455,0.46,Ross
I don t have too. I can just look at you.,joy,0.457,0.722,0.6,0.455,0.46,Ross
But they don't see all the wonderfulness that I see. They don't see all the good stuff and all the sweet stuff. They just think you're a little...,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
Oh no! Why?,fear,0.375,0.6,0.31,0.356,0.545,Phoebe
"Hey, Rach, did you make your money?",sadness,0.354,0.713,0.386,0.511,0.533,Monica
I am so on board!,joy,0.614,0.635,0.457,0.469,0.58,Rachel
Definitely!,joy,0.375,0.6,0.31,0.356,0.545,Phoebe
What are you saying I should do?,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"Oh, okay, so I'm sorry, what-what were you-what did you want to tell me?",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
Do you not remember the puppet guy?,fear,0.354,0.713,0.386,0.511,0.533,Monica
Just don t pick up your phone.,sadness,0.354,0.713,0.386,0.511,0.533,Monica
"Wow, Monica! What an amazing opportunity to influence  dozens of people.",joy,0.354,0.713,0.386,0.511,0.533,Monica
Hey! Did Chandler show up yet?,fear,0.489,0.574,0.297,0.56,0.552,Joey
Two?,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
No!,joy,0.375,0.6,0.31,0.356,0.545,Phoebe
What about these? These look the same?,sadness,0.354,0.713,0.386,0.511,0.533,Monica
"Oh my God, so do I!",,0.375,0.6,0.31,0.356,0.545,Phoebe
Heads it is.,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
Why not?!,,0.48,0.648,0.521,0.477,0.66,Chandler
Oh my God! Look at this!,anger,0.614,0.635,0.457,0.469,0.58,Rachel
Why?,surprise,0.614,0.635,0.457,0.469,0.58,Rachel
No.,disgust,0.354,0.713,0.386,0.511,0.533,Monica
"Yeah. Uh,  a slice  six dollars?",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"Okay, this is what I m talking about, this. I-I need to live in a land where people can spill.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
So you don t have the cameras?!,,0.48,0.648,0.521,0.477,0.66,Chandler
No I didn t!,anger,0.375,0.6,0.31,0.356,0.545,Phoebe
Phoebe?,sadness,0.354,0.713,0.386,0.511,0.533,Monica
"No. No, not at all, that s-that s ridiculous.",surprise,0.48,0.648,0.521,0.477,0.66,Chandler
Which part exactly?,sadness,0.489,0.574,0.297,0.56,0.552,Joey
Exactly!,joy,0.614,0.635,0.457,0.469,0.58,Rachel
"He's coming. Be cool, be cool, be cool.",anger,0.354,0.713,0.386,0.511,0.533,Monica
"Finger cramp. Oh God, sorry. Here, let me get that mom.",fear,0.354,0.713,0.386,0.511,0.533,Monica
Ow! Ow! Ow!,anger,0.614,0.635,0.457,0.469,0.58,Rachel
It's like 'Night of the Living Dead Christmas Trees.',sadness,0.48,0.648,0.521,0.477,0.66,Chandler
'Cause it's-it's not his last name.,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"Ha. Ha, ha.",joy,0.375,0.6,0.31,0.356,0.545,Phoebe
"Hey! Oh listen, I was just clearing some space for your stuff.",joy,0.457,0.722,0.6,0.455,0.46,Ross
"Yeah, someplace nice.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
Yeah.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
"Y know, maybe it s best that we never got to do it again.",sadness,0.354,0.713,0.386,0.511,0.533,Monica
Great.  You got anything that s not,disgust,0.489,0.574,0.297,0.56,0.552,Joey
Oh. Right. ...Oh great.,joy,0.614,0.635,0.457,0.469,0.58,Rachel
"That's a uh, that's a tough combination.",fear,0.489,0.574,0.297,0.56,0.552,Joey
So what s up?,sadness,0.354,0.713,0.386,0.511,0.533,Monica
"I know! I m sorry! The guy s drunk, they won t let me go until we get this.",surprise,0.489,0.574,0.297,0.56,0.552,Joey
Why?,,0.354,0.713,0.386,0.511,0.533,Monica
"All right that's, that's it!! Get off her!",anger,0.457,0.722,0.6,0.455,0.46,Ross
Hey.,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
I can t believe I m going to lose this job!,surprise,0.489,0.574,0.297,0.56,0.552,Joey
"Well, y know I may have relatives in France who would know. My grandmother said she got the recipe from her grandmother, Nesele Tolouse.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
Really?,sadness,0.354,0.713,0.386,0.511,0.533,Monica
You opened them all?,,0.489,0.574,0.297,0.56,0.552,Joey
Okay.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
"No, you guys, you really don't have to go, we're done talking.",anger,0.614,0.635,0.457,0.469,0.58,Rachel
Yes.  You re not asking are you?,,0.614,0.635,0.457,0.469,0.58,Rachel
Nuh-uh.,fear,0.457,0.722,0.6,0.455,0.46,Ross
"I mean for, for all you know I could be a fashion..... monger.",sadness,0.457,0.722,0.6,0.455,0.46,Ross
"Okay, quick and painful.",sadness,0.457,0.722,0.6,0.455,0.46,Ross
"That s interesting, but check this out. I date her",joy,0.457,0.722,0.6,0.455,0.46,Ross
"All right ladies, here s what we re gonna do.",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"I can do it, okay? Come on, let s go.",sadness,0.354,0.713,0.386,0.511,0.533,Monica
All right fine! This looks like so much fun.,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"No, Rachel doesn t want me to....",anger,0.457,0.722,0.6,0.455,0.46,Ross
Well we ll see!,anger,0.489,0.574,0.297,0.56,0.552,Joey
He took my snack!,anger,0.354,0.713,0.386,0.511,0.533,Monica
"No seriously, y know the contracts I gave you, did you overnight them?",fear,0.614,0.635,0.457,0.469,0.58,Rachel
Yes?,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
Hey. Watcha guys doin?,joy,0.375,0.6,0.31,0.356,0.545,Phoebe
I,sadness,0.354,0.713,0.386,0.511,0.533,Monica
Noo!,fear,0.48,0.648,0.521,0.477,0.66,Chandler
No don t I beg of you!,fear,0.48,0.648,0.521,0.477,0.66,Chandler
"Yes, you did!",,0.354,0.713,0.386,0.511,0.533,Monica
Ross!,anger,0.489,0.574,0.297,0.56,0.552,Joey
Hey!,joy,0.375,0.6,0.31,0.356,0.545,Phoebe
"Uh, wait, so you guys are telling me you actually did the routine from eighth grade?",,0.614,0.635,0.457,0.469,0.58,Rachel
Really?,,0.489,0.574,0.297,0.56,0.552,Joey
Hey!,joy,0.489,0.574,0.297,0.56,0.552,Joey
"No-no, stay right there.  Gettin  closer.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"But, I never left the room!",anger,0.48,0.648,0.521,0.477,0.66,Chandler
"God, look what I found in the drain.",fear,0.354,0.713,0.386,0.511,0.533,Monica
"Ah, Gunther, I can t pay for this right now because I m not working, so I ve had to cut down on some luxuries like uh, payin  for stuff.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"No, I can spot you from here.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
I just thought that if I could follow the wire I could find out what it did.,sadness,0.354,0.713,0.386,0.511,0.533,Monica
"Ahh, come on! Y know what y know what, I think I m just gonna go home and call Kathy.",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
Daaahhhh!,joy,0.48,0.648,0.521,0.477,0.66,Chandler
What!?,,0.48,0.648,0.521,0.477,0.66,Chandler
I can't believe you'd rather go out with him than me.,,0.457,0.722,0.6,0.455,0.46,Ross
Oh good! 'Cause where else would we get any?,joy,0.354,0.713,0.386,0.511,0.533,Monica
"Ooh, you know, I had a grape about five hours ago, so I'd better split this with you.",anger,0.48,0.648,0.521,0.477,0.66,Chandler
"But you-you-you could write that umm, your love lets me orbit the moon twice and return safely.",joy,0.457,0.722,0.6,0.455,0.46,Ross
"Yeah, but Jason's really sensitive.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
Hey.,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
I don t know if it s true.,sadness,0.457,0.722,0.6,0.455,0.46,Ross
"Y'know, breadstick fangs are always funny.",joy,0.489,0.574,0.297,0.56,0.552,Joey
"Hey, are we still on for tonight?",sadness,0.354,0.713,0.386,0.511,0.533,Monica
"Yeah me too, all night.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"You said, you wanna come in for some lemonade?",sadness,0.489,0.574,0.297,0.56,0.552,Joey
What?,fear,0.489,0.574,0.297,0.56,0.552,Joey
"Well, now I do!!",,0.457,0.722,0.6,0.455,0.46,Ross
Yes.,joy,0.354,0.713,0.386,0.511,0.533,Monica
No! You let go!,anger,0.457,0.722,0.6,0.455,0.46,Ross
"'Cause, I'm a stupid, stupid man.",anger,0.457,0.722,0.6,0.455,0.46,Ross
You chipped in?!,,0.457,0.722,0.6,0.455,0.46,Ross
"OK, try this salmon mousse.",joy,0.354,0.713,0.386,0.511,0.533,Monica
"All right look, y'know, this maybe tough but come on, this is Ross! I survived college with him!",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"I'm telling you, she said she's looking for a relationship with someone exactly like me.",sadness,0.457,0.722,0.6,0.455,0.46,Ross
"I never sucked, I actually didn't want you to know how good I was!",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"Yeah! In fact, to prove how much you mean to me,  here.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
Hey. Who s that?,sadness,0.457,0.722,0.6,0.455,0.46,Ross
"Joseph's good, isn't he?",joy,0.489,0.574,0.297,0.56,0.552,Joey
"So, um... where did Paolo come from?",joy,0.457,0.722,0.6,0.455,0.46,Ross
Yep! There's always room for,sadness,0.489,0.574,0.297,0.56,0.552,Joey
That's Dudley Moore. I said I wanted it like Demi Moore.,anger,0.354,0.713,0.386,0.511,0.533,Monica
Chandler Bing? It's time to see your thing.,joy,0.614,0.635,0.457,0.469,0.58,Rachel
"Okay, did you see that?! With the inappropriate and the pinching!!",disgust,0.48,0.648,0.521,0.477,0.66,Chandler
What's going on?,sadness,0.457,0.722,0.6,0.455,0.46,Ross
"Phoebe, you said it was urgent!",anger,0.457,0.722,0.6,0.455,0.46,Ross
"Well, I don t know!!",,0.489,0.574,0.297,0.56,0.552,Joey
"""Heating device.""",sadness,0.457,0.722,0.6,0.455,0.46,Ross
"and then, we could ve gone from the ceremony to the reception with you in the sidecar!",joy,0.457,0.722,0.6,0.455,0.46,Ross
Oh hey Joey! What's up?,joy,0.375,0.6,0.31,0.356,0.545,Phoebe
So-so you two were married huh? What happened? You just drift apart?,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
Hide the Lamp.,joy,0.354,0.713,0.386,0.511,0.533,Monica
Umm?,sadness,0.457,0.722,0.6,0.455,0.46,Ross
What?,fear,0.354,0.713,0.386,0.511,0.533,Monica
"Oh! Oh! Oh! Okay, fine, fine. Now I don't feel so bad about sleeping with Jason Hurley.",anger,0.375,0.6,0.31,0.356,0.545,Phoebe
"So, I m here, ready to play.",joy,0.375,0.6,0.31,0.356,0.545,Phoebe
"Okay, yeah. Triple A can pick us up.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
Wow! That was good. That was... Tweezers?,joy,0.489,0.574,0.297,0.56,0.552,Joey
Let me see that!,,0.489,0.574,0.297,0.56,0.552,Joey
"Ross, you know what...",joy,0.614,0.635,0.457,0.469,0.58,Rachel
"Joey, get out of the fridge.",anger,0.457,0.722,0.6,0.455,0.46,Ross
"My marriage, I think my marriage is um, is kinda over.",surprise,0.457,0.722,0.6,0.455,0.46,Ross
